year,raceId,driverId,driverRef,constructorId,constructorRef,wins,laps,fastestLapSpeed,fastestLap,milliseconds,seconds,minutes
2023,1112,1,hamilton,131,mercedes,19,51,243.682,29,4463822,4463.822,74.39703
2023,1113,1,hamilton,131,mercedes,19,62,185.507,47,6398687,6398.687,106.6448
2023,1114,1,hamilton,131,mercedes,19,53,218.648,36,5507797,5507.797,91.79662
2023,1115,1,hamilton,131,mercedes,19,0,.,.,.,.,.
2023,1116,1,hamilton,131,mercedes,19,56,199.301,42,.,.,.
2023,1117,1,hamilton,131,mercedes,19,71,190.503,71,7364689,7364.689,122.7448
2023,1118,1,hamilton,131,mercedes,19,71,207.554,59,7071753,7071.753,117.8626
2023,1119,1,hamilton,131,mercedes,19,50,233.227,48,5370044,5370.044,89.50073
2023,1120,1,hamilton,131,mercedes,19,58,215.131,52,5267048,5267.048,87.78413
2024,1121,1,hamilton,131,mercedes,19,57,205.688,39,5555066,5555.066,92.58443
2024,1122,1,hamilton,131,mercedes,19,50,242.26,38,4890664,4890.664,81.51107
2024,1123,1,hamilton,131,mercedes,19,15,230.469,11,.,.,.
2024,1124,1,hamilton,131,mercedes,19,53,222.509,41,6912192,6912.192,115.2032
