PERMNO,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,DCLRDT,DLAMT,DLPDT,DLSTCD,NEXTDT,PAYDT,RCRDDT,SHRFLG,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,NWPERM,DLRETX,DLPRC,DLRET,TRTSCD,NMSIND,MMCNT,NSDINX,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
84788,20060531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,2,76,17,31.61000,36.07000,34.61000,1460341,-0.017041,34.53000,34.52000,417865,1,1,34.61000,,20060531,-0.017041,-0.031032,-0.033010,-0.044331,-0.045982,-0.030917
84788,20060630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20060719,,,,,1,2,76,17,33.41000,38.68000,38.68000,1155849,0.117596,38.66000,38.69000,419000,1,1,38.68000,,20060630,0.117596,-0.000391,-0.001887,-0.008479,-0.010474,0.000087
84788,20060731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20060928,,,,,1,6,79,17,26.26000,38.61000,26.89000,2298955,-0.304809,26.87000,26.86000,418943,1,1,26.89000,,20060731,-0.304809,-0.001912,-0.002955,-0.022698,-0.023752,0.005086
84788,20060831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,77,17,26.07000,30.83000,30.83000,1602105,0.146523,30.82000,30.82000,418943,1,1,30.83000,,20060831,0.146523,0.025041,0.022968,0.025011,0.023562,0.021274
84788,20060929,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20061019,,,,,1,6,77,17,29.73000,32.52000,32.12000,1462833,0.041842,32.15000,32.13000,411000,1,1,32.12000,,20060929,0.041842,0.019428,0.018110,0.009006,0.007433,0.024566
84788,20061031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20061228,,,,,1,6,81,17,30.87000,38.30000,38.09000,2109535,0.185866,38.05000,38.08000,411923,1,1,38.09000,,20061031,0.185866,0.037153,0.036107,0.046186,0.045160,0.031508
84788,20061130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,78,17,37.45000,42.96000,40.34000,1471475,0.059071,40.34000,40.35000,411923,1,1,40.34000,,20061130,0.059071,0.023736,0.021374,0.031168,0.029505,0.016467
84788,20061229,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070211,,,,,1,6,76,17,38.12000,40.29000,39.46000,1218775,-0.021815,39.46000,39.47000,414000,1,1,39.46000,,20061229,-0.021815,0.010857,0.009154,0.014799,0.012584,0.012616
84788,20070131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,74,17,36.43000,38.90000,37.67000,1306299,-0.045362,37.68000,37.68000,414000,1,1,37.67000,,20070131,-0.045362,0.019387,0.018452,0.022283,0.021357,0.014059
84788,20070228,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070329,,,,,1,6,76,17,37.16000,41.51000,39.14000,1590461,0.039023,39.19000,39.21000,414679,1,1,39.14000,,20070228,0.039023,-0.014006,-0.015996,0.002111,0.000857,-0.021846
84788,20070330,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070416,,,,,1,6,76,17,37.05000,39.81000,39.79000,1422737,0.016607,39.77000,39.79000,409000,1,1,39.79000,,20070330,0.016607,0.012954,0.011479,0.006545,0.004805,0.009980
84788,20070430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070628,,,,,1,6,75,17,40.42000,62.78100,61.33000,3494841,0.541342,61.29000,61.34000,409698,1,1,61.33000,,20070430,0.541342,0.039834,0.038470,0.027048,0.025772,0.043291
84788,20070531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,74,17,60.58000,69.86000,69.14000,3176083,0.127344,69.09000,69.14000,409698,1,1,69.14000,,20070531,0.127344,0.038953,0.036666,0.023123,0.021362,0.032549
